index,gender,car,reality,child_num,income_total,income_type,edu_type,family_type,house_type,DAYS_BIRTH,DAYS_EMPLOYED,FLAG_MOBIL,work_phone,phone,email,occyp_type,family_size,begin_month,credit,income_quintile
24855,F,N,Y,0,180000,Pensioner,Secondary / secondary special,Married,House / apartment,58,12174,1,0,0,0,,2,53,2,2
24856,M,Y,N,0,270000,Commercial associate,Secondary / secondary special,Married,House / apartment,56,91,1,1,1,0,Managers,2,32,2,1
24857,M,N,N,0,157500,Commercial associate,Incomplete higher,Single / not married,House / apartment,26,7,1,0,1,0,,1,21,2,2
24858,F,N,N,0,135000,Working,Secondary / secondary special,Married,House / apartment,37,92,1,0,0,0,Sales staff,2,24,2,3
24859,F,N,Y,0,180000,Working,Secondary / secondary special,Single / not married,House / apartment,39,97,1,0,0,0,Sales staff,1,4,1,2
24860,F,N,Y,0,351000,State servant,Secondary / secondary special,Single / not married,House / apartment,47,139,1,0,0,0,Medicine staff,1,24,2,1
24861,M,N,Y,0,63000,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,64,12174,1,0,0,0,,2,9,0,4
24862,F,Y,Y,1,135000,Working,Secondary / secondary special,Married,House / apartment,40,58,1,0,1,0,Sales staff,3,37,2,3
24863,M,Y,N,0,225000,Working,Secondary / secondary special,Married,House / apartment,25,38,1,0,0,0,Laborers,2,20,2,1
24864,F,N,Y,2,157500,Working,Secondary / secondary special,Married,House / apartment,29,78,1,0,0,0,Sales staff,4,6,2,2
24865,F,N,Y,0,112500,Pensioner,Secondary / secondary special,Single / not married,House / apartment,55,12174,1,0,1,0,,1,27,2,4
24866,F,Y,Y,0,270000,Working,Secondary / secondary special,Married,House / apartment,35,55,1,0,0,0,High skill tech staff,2,33,0,1
24867,F,N,N,2,90000,Working,Secondary / secondary special,Married,House / apartment,32,3,1,1,0,0,,4,28,0,4
24868,F,N,Y,0,72000,Pensioner,Secondary / secondary special,Married,House / apartment,60,12174,1,0,0,0,,2,18,2,4
24869,M,N,Y,0,135000,Working,Secondary / secondary special,Married,House / apartment,57,6,1,0,1,1,Security staff,2,8,2,3
24870,F,Y,N,1,112500,Working,Higher education,Single / not married,House / apartment,27,53,1,0,0,0,Core staff,2,14,1,4
24871,F,Y,N,0,157500,Working,Incomplete higher,Single / not married,House / apartment,31,102,1,1,0,0,Managers,1,15,2,2
24872,F,N,Y,0,121500,Working,Secondary / secondary special,Married,House / apartment,40,199,1,0,0,0,Medicine staff,2,58,2,3
24873,M,N,Y,0,148500,Commercial associate,Higher education,Single / not married,House / apartment,25,68,1,0,1,1,Medicine staff,1,18,2,3
24874,F,N,Y,0,202500,Working,Secondary / secondary special,Married,House / apartment,44,161,1,0,0,0,Sales staff,2,10,2,2
24875,F,Y,Y,1,247500,Working,Secondary / secondary special,Married,House / apartment,43,107,1,0,0,0,Laborers,3,45,2,1
24876,M,N,N,0,225000,Working,Incomplete higher,Married,House / apartment,27,9,1,1,0,0,Drivers,2,34,2,1
24877,M,Y,Y,0,360000,Working,Higher education,Married,House / apartment,60,128,1,0,0,0,Managers,2,14,2,1
24878,M,N,N,0,292500,Working,Secondary / secondary special,Married,House / apartment,42,33,1,1,0,0,High skill tech staff,2,8,2,1
24879,F,N,Y,0,112500,Pensioner,Secondary / secondary special,Widow,House / apartment,56,12174,1,0,0,0,,1,56,2,4
24880,F,N,Y,1,112500,Working,Secondary / secondary special,Married,House / apartment,43,67,1,1,1,0,Sales staff,3,34,2,4
24881,F,N,Y,0,157500,Working,Incomplete higher,Married,House / apartment,38,83,1,0,0,0,Drivers,2,35,0,2
24882,F,Y,Y,1,63000,Working,Secondary / secondary special,Civil marriage,House / apartment,37,42,1,1,1,0,Sales staff,3,24,1,4
24883,M,Y,Y,0,225000,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,49,60,1,0,0,0,Drivers,1,33,2,1
24884,F,N,N,0,180000,Working,Secondary / secondary special,Single / not married,With parents,52,81,1,0,0,0,Laborers,1,2,1,2
24885,F,N,N,0,108000,Commercial associate,Secondary / secondary special,Married,House / apartment,43,300,1,0,1,0,High skill tech staff,2,4,1,4
24886,F,Y,Y,2,450000,Commercial associate,Higher education,Married,House / apartment,41,91,1,0,1,0,,4,35,0,1
24887,M,N,N,0,176175,Commercial associate,Secondary / secondary special,Married,With parents,24,23,1,1,0,0,Core staff,2,10,2,2
24888,F,N,N,0,211500,Working,Secondary / secondary special,Married,House / apartment,50,118,1,1,1,0,Security staff,2,51,2,2
24889,F,N,Y,2,81000,Working,Secondary / secondary special,Married,House / apartment,45,324,1,0,1,0,,4,7,0,4
24890,F,N,Y,0,112500,Pensioner,Secondary / secondary special,Married,House / apartment,63,12174,1,0,0,0,,2,54,2,4
24891,F,N,Y,0,135000,Pensioner,Secondary / secondary special,Widow,House / apartment,62,12174,1,0,0,1,,1,41,2,3
24892,F,N,N,0,117000,Pensioner,Secondary / secondary special,Widow,House / apartment,63,12174,1,0,0,0,,1,3,1,4
24893,M,Y,N,0,157500,Commercial associate,Higher education,Married,House / apartment,26,27,1,0,0,0,Laborers,2,9,0,2
24894,M,Y,Y,0,270000,Working,Higher education,Married,House / apartment,46,20,1,0,0,0,High skill tech staff,2,10,2,1
24895,F,N,Y,0,180000,State servant,Secondary / secondary special,Married,Municipal apartment,52,152,1,0,0,0,Cleaning staff,2,60,2,2
24896,F,N,N,0,117000,Working,Secondary / secondary special,Married,House / apartment,56,77,1,0,0,0,,2,51,2,4
24897,F,Y,Y,0,162000,Pensioner,Higher education,Married,House / apartment,65,12174,1,0,1,0,,2,52,2,2
24898,F,N,N,0,157500,Pensioner,Secondary / secondary special,Married,House / apartment,58,12174,1,0,1,0,,2,1,0,2
24899,F,N,Y,0,180000,State servant,Secondary / secondary special,Married,House / apartment,40,267,1,0,0,0,Managers,2,7,2,2
24900,F,N,Y,0,67500,Working,Higher education,Married,House / apartment,33,50,1,0,0,1,,2,18,0,4
24901,F,Y,Y,0,225000,Working,Higher education,Married,House / apartment,47,3,1,0,0,0,,2,9,2,1
24902,F,N,Y,0,135000,Working,Secondary / secondary special,Married,House / apartment,56,77,1,0,0,0,Cleaning staff,2,8,1,3
24903,F,N,N,2,180000,Commercial associate,Secondary / secondary special,Married,House / apartment,37,45,1,1,0,0,Accountants,4,2,1,2
24904,F,N,Y,0,112500,Pensioner,Secondary / secondary special,Married,House / apartment,57,12174,1,0,1,0,,2,9,2,4
24905,F,N,Y,0,72000,Working,Secondary / secondary special,Married,House / apartment,54,9,1,0,0,0,Sales staff,2,19,2,4
24906,F,N,N,2,180000,State servant,Higher education,Married,House / apartment,30,93,1,1,0,0,Core staff,4,54,1,2
24907,F,N,N,0,202500,Working,Secondary / secondary special,Married,With parents,35,11,1,1,1,0,Managers,2,48,2,2
24908,M,Y,N,0,193500,Working,Secondary / secondary special,Married,House / apartment,46,64,1,0,0,0,Laborers,2,18,2,2
24909,F,N,Y,2,180000,Working,Incomplete higher,Separated,House / apartment,33,116,1,1,0,0,,3,51,2,2
24910,F,Y,Y,2,270000,Working,Secondary / secondary special,Civil marriage,House / apartment,34,17,1,0,0,1,Core staff,4,30,2,1
24911,F,N,N,0,157500,Working,Secondary / secondary special,Married,House / apartment,50,154,1,1,1,0,Cooking staff,2,25,0,2
24912,F,N,Y,2,112500,Working,Secondary / secondary special,Married,House / apartment,35,79,1,0,0,0,Laborers,4,12,2,4
24913,M,Y,Y,1,292500,Commercial associate,Higher education,Married,House / apartment,28,24,1,1,1,1,Core staff,3,14,2,1
24914,F,N,Y,0,153000,Pensioner,Higher education,Married,House / apartment,59,12174,1,0,1,0,,2,11,2,3
24915,F,Y,Y,1,180000,Working,Higher education,Separated,House / apartment,51,199,1,0,0,0,Managers,2,24,2,2
24916,M,N,N,0,180000,Working,Secondary / secondary special,Civil marriage,House / apartment,47,116,1,0,0,0,Laborers,2,6,0,2
24917,F,N,Y,2,157500,Commercial associate,Higher education,Married,House / apartment,37,2,1,0,0,0,High skill tech staff,4,8,1,2
24918,F,N,Y,1,157500,Working,Secondary / secondary special,Married,House / apartment,39,126,1,0,0,0,Core staff,3,44,2,2
24919,F,N,N,0,202500,Commercial associate,Higher education,Single / not married,House / apartment,67,257,1,0,1,0,Core staff,1,14,2,2
24920,F,N,Y,0,180000,Working,Lower secondary,Widow,House / apartment,46,74,1,1,1,0,Cleaning staff,1,41,2,2
24921,M,Y,Y,2,225000,Working,Higher education,Single / not married,House / apartment,47,23,1,0,0,0,Managers,3,6,1,1
24922,F,N,Y,1,126000,Working,Secondary / secondary special,Married,House / apartment,31,40,1,1,1,0,Cleaning staff,3,19,0,3
24923,F,N,Y,0,247500,Pensioner,Secondary / secondary special,Married,House / apartment,63,12174,1,0,0,0,,2,35,1,1
24924,F,N,Y,0,189000,Pensioner,Higher education,Separated,House / apartment,62,12174,1,0,0,0,,1,8,1,2
24925,F,N,N,0,202500,Commercial associate,Higher education,Single / not married,House / apartment,26,65,1,1,0,1,,1,24,2,2
24926,F,N,Y,0,112500,Working,Secondary / secondary special,Married,House / apartment,50,23,1,0,0,0,High skill tech staff,2,17,2,4
24927,F,N,Y,0,180000,State servant,Secondary / secondary special,Married,House / apartment,45,68,1,0,0,0,Laborers,2,27,2,2
24928,F,N,N,2,103500,Commercial associate,Higher education,Married,House / apartment,35,117,1,0,1,0,High skill tech staff,4,20,2,4
24929,F,N,Y,1,112500,Working,Secondary / secondary special,Married,House / apartment,31,34,1,0,0,0,Core staff,3,4,2,4
24930,M,Y,Y,0,225000,Commercial associate,Higher education,Single / not married,House / apartment,25,49,1,0,0,0,Core staff,1,41,1,1
24931,F,N,Y,0,675000,Commercial associate,Higher education,Married,House / apartment,53,148,1,0,1,0,Managers,2,56,2,1
24932,M,Y,N,0,306000,Working,Incomplete higher,Civil marriage,House / apartment,31,55,1,0,1,1,Laborers,2,33,2,1
24933,F,N,N,1,99000,Working,Secondary / secondary special,Married,House / apartment,42,14,1,0,0,0,,3,15,2,4
24934,F,Y,Y,1,315000,State servant,Higher education,Widow,House / apartment,49,14,1,0,1,1,,2,29,1,1
24935,F,N,Y,0,135000,Working,Secondary / secondary special,Married,House / apartment,59,62,1,0,0,0,HR staff,2,56,2,3
24936,M,Y,Y,1,247500,Working,Higher education,Married,House / apartment,25,7,1,0,0,0,Sales staff,3,3,1,1
24937,F,Y,N,0,112500,Working,Secondary / secondary special,Married,Municipal apartment,47,32,1,0,1,0,Sales staff,2,15,1,4
24938,F,N,Y,1,112500,Working,Secondary / secondary special,Married,House / apartment,41,3,1,0,0,0,Laborers,3,15,2,4
24939,F,N,Y,0,135000,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,46,111,1,1,1,0,Drivers,2,52,0,3
24940,F,N,Y,2,270000,Working,Secondary / secondary special,Married,House / apartment,35,69,1,1,1,1,Managers,4,50,1,1
24941,F,N,N,0,180000,Pensioner,Secondary / secondary special,Married,House / apartment,55,12174,1,0,0,0,,2,25,0,2
24942,M,Y,Y,0,180000,Commercial associate,Secondary / secondary special,Married,House / apartment,42,43,1,0,0,0,Laborers,2,28,2,2
24943,F,Y,Y,0,360000,Working,Secondary / secondary special,Married,House / apartment,50,60,1,0,0,0,High skill tech staff,2,56,2,1
24944,F,N,Y,0,58500,Working,Secondary / secondary special,Married,House / apartment,40,164,1,0,0,1,Laborers,2,5,0,4
24945,M,N,N,0,247500,State servant,Secondary / secondary special,Single / not married,House / apartment,41,73,1,0,0,0,Laborers,1,8,0,1
24946,F,N,Y,0,193500,Working,Secondary / secondary special,Separated,House / apartment,52,73,1,1,1,1,Laborers,1,50,2,2
24947,F,N,Y,2,202500,Working,Lower secondary,Married,House / apartment,36,173,1,0,0,1,Laborers,4,47,0,2
24948,M,Y,Y,2,247500,Working,Incomplete higher,Married,House / apartment,35,32,1,0,0,0,Drivers,4,4,1,1
24949,F,N,Y,0,229500,Working,Higher education,Married,House / apartment,45,39,1,0,0,0,Core staff,2,37,0,1
24950,F,Y,Y,1,121500,State servant,Secondary / secondary special,Married,House / apartment,44,23,1,0,0,0,Core staff,3,3,1,3
24951,M,Y,N,0,119250,Working,Secondary / secondary special,Civil marriage,House / apartment,48,21,1,0,0,1,Drivers,2,4,2,4
24952,M,Y,Y,0,202500,Pensioner,Secondary / secondary special,Married,House / apartment,61,12174,1,0,0,0,,2,16,1,2
24953,F,Y,Y,0,256500,Commercial associate,Secondary / secondary special,Married,House / apartment,37,35,1,0,0,1,Core staff,2,39,0,1
24954,M,Y,Y,0,225000,Working,Secondary / secondary special,Married,House / apartment,44,232,1,0,0,0,High skill tech staff,2,11,2,1
24955,F,N,Y,0,112500,Working,Higher education,Married,House / apartment,33,133,1,0,0,0,Accountants,2,54,2,4
24956,F,N,Y,0,157500,Working,Secondary / secondary special,Married,House / apartment,52,97,1,0,0,0,,2,33,2,2
24957,F,Y,Y,0,112500,Working,Secondary / secondary special,Married,House / apartment,33,22,1,1,1,0,Laborers,2,39,2,4
24958,M,Y,N,2,261000,Working,Secondary / secondary special,Married,House / apartment,43,55,1,0,0,0,High skill tech staff,4,40,2,1
24959,F,N,Y,0,121500,Working,Secondary / secondary special,Civil marriage,House / apartment,35,15,1,1,1,0,Cooking staff,2,13,1,3
24960,F,N,Y,0,202500,Pensioner,Secondary / secondary special,Married,House / apartment,47,12174,1,0,0,0,,2,48,2,2
24961,M,Y,N,1,270000,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,37,47,1,0,0,0,,3,21,2,1
24962,F,N,N,0,292500,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,51,358,1,0,0,0,Laborers,2,34,1,1
24963,F,N,Y,0,157500,State servant,Higher education,Married,House / apartment,60,254,1,0,0,0,Managers,2,34,2,2
24964,F,Y,N,0,216000,Working,Secondary / secondary special,Single / not married,House / apartment,54,330,1,1,1,0,,1,8,2,2
24965,M,N,Y,1,126000,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,34,70,1,0,0,0,,3,37,2,3
24966,F,N,Y,0,90000,Pensioner,Secondary / secondary special,Single / not married,House / apartment,61,12174,1,0,0,0,,1,19,2,4
24967,M,Y,N,0,391500,Commercial associate,Higher education,Single / not married,House / apartment,59,127,1,1,1,1,Managers,1,22,2,1
24968,M,N,Y,0,945000,Working,Secondary / secondary special,Married,House / apartment,57,61,1,0,0,0,Managers,2,11,2,1
24969,F,N,Y,0,135000,State servant,Secondary / secondary special,Separated,House / apartment,49,190,1,0,1,0,Laborers,1,60,1,3
24970,M,N,N,0,270000,State servant,Incomplete higher,Married,House / apartment,26,55,1,0,0,0,,2,20,1,1
24971,M,N,Y,0,135000,Working,Higher education,Married,House / apartment,32,12,1,0,0,0,Sales staff,2,8,1,3
24972,M,N,Y,0,405000,Commercial associate,Higher education,Married,House / apartment,44,71,1,0,1,0,Drivers,2,37,2,1
24973,F,Y,N,0,562500,Working,Higher education,Married,House / apartment,40,94,1,1,0,0,Managers,2,18,2,1
24974,F,Y,Y,0,202500,Commercial associate,Secondary / secondary special,Married,House / apartment,26,36,1,0,0,0,Core staff,2,22,2,2
24975,F,N,N,0,135000,Working,Secondary / secondary special,Married,House / apartment,48,358,1,0,0,0,Accountants,2,43,1,3
24976,M,Y,Y,1,450000,Working,Higher education,Married,House / apartment,28,49,1,0,1,0,Managers,3,43,2,1
24977,F,N,Y,0,157500,Working,Secondary / secondary special,Separated,House / apartment,38,131,1,0,0,0,Laborers,1,6,0,2
24978,F,N,Y,0,112500,Working,Secondary / secondary special,Married,House / apartment,37,13,1,0,0,0,Laborers,2,48,2,4
24979,F,N,Y,0,112500,State servant,Lower secondary,Married,House / apartment,54,88,1,0,0,0,Laborers,2,30,2,4
24980,M,Y,Y,0,157500,Commercial associate,Secondary / secondary special,Married,House / apartment,55,228,1,0,0,0,Laborers,2,55,2,2
24981,F,Y,Y,1,360000,Working,Higher education,Married,House / apartment,31,82,1,0,0,0,,3,44,1,1
24982,F,N,N,0,315000,Working,Secondary / secondary special,Married,House / apartment,61,73,1,0,0,0,,2,38,2,1
24983,F,N,Y,0,180000,Working,Secondary / secondary special,Separated,House / apartment,39,151,1,1,1,0,Laborers,1,16,1,2
24984,F,N,N,1,171261,State servant,Secondary / secondary special,Single / not married,Rented apartment,26,16,1,0,0,0,Medicine staff,2,29,2,2
24985,M,Y,Y,0,315000,Working,Secondary / secondary special,Married,House / apartment,49,38,1,1,0,0,Managers,2,16,2,1
24986,M,N,Y,0,270000,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,40,196,1,0,0,0,Laborers,1,55,1,1
24987,F,Y,N,0,103500,Working,Higher education,Married,House / apartment,39,85,1,1,1,0,Sales staff,2,10,2,4
24988,F,Y,Y,0,112500,Pensioner,Secondary / secondary special,Married,House / apartment,48,12174,1,0,0,0,,2,16,2,4
24989,M,Y,Y,2,315000,Working,Higher education,Married,House / apartment,46,45,1,0,0,0,Core staff,4,27,2,1
24990,F,Y,N,0,270000,Commercial associate,Higher education,Married,House / apartment,27,41,1,1,1,0,,2,22,2,1
24991,F,Y,N,0,67500,Working,Secondary / secondary special,Married,House / apartment,31,64,1,1,0,0,,2,44,2,4
24992,F,Y,N,1,135000,Working,Higher education,Married,Municipal apartment,34,82,1,0,0,0,Managers,3,24,2,3
24993,F,Y,N,0,121500,Working,Secondary / secondary special,Married,House / apartment,34,46,1,1,0,0,Medicine staff,2,9,1,3
24994,F,Y,Y,0,315000,Working,Higher education,Married,House / apartment,58,19,1,0,0,1,,2,37,2,1
24995,M,N,Y,0,216000,State servant,Secondary / secondary special,Single / not married,House / apartment,39,73,1,0,0,0,Core staff,1,5,2,2
24996,M,Y,Y,0,202500,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,29,11,1,0,0,0,Laborers,1,5,2,2
24997,F,N,Y,0,157500,Commercial associate,Secondary / secondary special,Widow,House / apartment,53,63,1,0,0,0,,1,46,1,2
24998,M,Y,Y,0,112500,Commercial associate,Secondary / secondary special,Married,House / apartment,58,15,1,1,1,0,Drivers,2,23,1,4
24999,M,N,N,1,112500,Working,Secondary / secondary special,Married,House / apartment,39,57,1,0,0,0,Laborers,3,36,1,4
25000,F,Y,Y,1,112500,Commercial associate,Higher education,Civil marriage,House / apartment,28,100,1,0,0,1,Core staff,3,49,2,4
25001,M,N,N,0,180000,Working,Secondary / secondary special,Married,House / apartment,52,165,1,1,1,0,Laborers,2,47,1,2
25002,F,N,N,1,112500,Commercial associate,Secondary / secondary special,Married,House / apartment,25,75,1,0,0,0,High skill tech staff,3,22,2,4
25003,F,N,Y,1,315000,Commercial associate,Higher education,Single / not married,House / apartment,37,73,1,0,0,0,,2,13,1,1
25004,M,Y,Y,0,270000,Working,Higher education,Married,House / apartment,29,13,1,0,0,0,Drivers,2,7,2,1
25005,F,N,Y,0,90000,Working,Higher education,Single / not married,House / apartment,41,45,1,0,0,1,Core staff,1,36,0,4
25006,F,N,Y,0,90000,Pensioner,Secondary / secondary special,Single / not married,House / apartment,61,12174,1,0,0,0,,1,29,2,4
25007,F,N,Y,0,148500,Pensioner,Secondary / secondary special,Married,House / apartment,52,12174,1,0,0,0,,2,22,0,3
25008,M,Y,Y,1,225000,Working,Higher education,Married,House / apartment,36,163,1,0,0,0,Core staff,3,18,1,1
